net,length_um
_4176_,6.26
_4192_,6.26
_4196_,6.26
_4260_,6.26
_0062_,6.245
_0428_,6.245
_0819_,6.245
_0225_,6.225
_0311_,6.225
_0318_,6.225
_0321_,6.225
_0356_,6.225
_0382_,6.225
_0684_,6.225
_1023_,6.225
_2438_,6.2
_2937_,6.2
_3201_,6.2
_3244_,6.2
_3438_,6.2
_0115_,6.185
_0119_,6.185
_0798_,6.185
_1535_,6.18
_1935_,6.18
_1970_,6.18
_2947_,6.18
_3127_,6.18
_3277_,6.18
_3605_,6.18
_3606_,6.18
_3614_,6.18
_3707_,6.18
_3753_,6.18
_4028_,6.18
_4131_,6.18
_4219_,6.18
_1394_,6.165
_1261_,6.14
_1484_,6.14
_1562_,6.14
_3086_,6.14
_3208_,6.14
_3209_,6.14
_3212_,6.14
_3331_,6.14
_3353_,6.14
_3388_,6.14
_3400_,6.14
_3534_,6.14
_3544_,6.14
_3677_,6.14
_3774_,6.14
_3896_,6.14
_4057_,6.14
_4075_,6.14
_4079_,6.14
_4081_,6.14
_4111_,6.14
_4208_,6.14
_4250_,6.14
_4129_,6.12
_0461_,6.105
_0842_,6.105
A3[4],6.09
WE3,6.09
_1603_,6.08
_1631_,6.08
_1647_,6.08
_1775_,6.08
_1843_,6.08
_1914_,6.08
_0146_,6.065
_0168_,6.065
_0457_,6.065
_1543_,6.06
_1941_,6.06
_2141_,6.06
_2247_,6.06
_2395_,6.06
_2517_,6.06
_0822_,6.04
_1106_,6.04
_1435_,6.04
_1440_,6.04
_1449_,6.04
_1795_,6.04
_2279_,6.04
_2610_,6.04
_0038_,6.005
_0260_,6.005
_0312_,5.995
ALU_result[11],5.99
ALU_result[17],5.99
ALU_result[1],5.99
ALU_result[26],5.99
ALU_result[9],5.99
_1313_,5.98
_2189_,5.98
_2494_,5.98
_2702_,5.98
_2709_,5.98
_0729_,5.96
_1613_,5.95
_1633_,5.94
_1753_,5.94
_2684_,5.94
_2923_,5.94
_1381_,5.92
_2843_,5.9
_0002_,5.895
_0068_,5.895
opcode[1],5.87
_0250_,5.865
_2212_,5.86
_2611_,5.86
_2999_,5.86
_0304_,5.855
_0063_,5.845
_0868_,5.845
_1304_,5.84
_1316_,5.84
_1338_,5.84
_1654_,5.84
_1859_,5.84
_2063_,5.84
_2646_,5.84
_3210_,5.84
_3247_,5.84
_3557_,5.84
_3790_,5.84
_3835_,5.84
_3870_,5.84
_3884_,5.84
_3906_,5.84
_3920_,5.84
_3922_,5.84
_3934_,5.84
_4012_,5.84
_4021_,5.84
_4074_,5.84
_4099_,5.84
_4198_,5.84
_4207_,5.84
_3721_,5.82
_3786_,5.82
_0728_,5.805
_1238_,5.8
_1347_,5.8
_1354_,5.8
_2024_,5.8
_2317_,5.8
_2545_,5.8
_2563_,5.8
_2693_,5.8
_2980_,5.8
_3068_,5.8
_3070_,5.8
_3431_,5.8
_3461_,5.8
_3581_,5.8
_3662_,5.8
_3666_,5.8
_3716_,5.8
_3795_,5.8
_3837_,5.8
_3966_,5.8
_3992_,5.8
_4005_,5.8
_4066_,5.8
_0107_,5.785
_0000_,5.765
_0029_,5.765
_0053_,5.765
_0355_,5.765
_0503_,5.765
_0548_,5.765
_0990_,5.765
ALU_result[16],5.75
ALU_result[19],5.75
ALU_result[23],5.75
WD3[31],5.75
_2988_,5.74
_3899_,5.74
_0332_,5.725
_1400_,5.72
_1431_,5.72
_1611_,5.72
_1769_,5.72
_1972_,5.72
_2404_,5.72
_2508_,5.72
_2681_,5.72
_2839_,5.72
_2930_,5.72
_3042_,5.72
_3140_,5.72
_3187_,5.72
_3273_,5.72
_3335_,5.72
_3350_,5.72
_3396_,5.72
_3408_,5.72
_3422_,5.72
_3571_,5.72
_3740_,5.72
_3796_,5.72
_3917_,5.72
_3964_,5.72
_4124_,5.72
_4143_,5.72
_4175_,5.72
_4188_,5.72
_4211_,5.72
_1503_,5.68
_1868_,5.68
_1954_,5.68
_2173_,5.68
_2234_,5.68
_2831_,5.68
_2928_,5.68
_3160_,5.68
_3175_,5.68
_3181_,5.68
_3197_,5.68
_3223_,5.68
_3227_,5.68
_3305_,5.68
_3318_,5.68
_3547_,5.68
_3654_,5.68
_3688_,5.68
_3862_,5.68
_3942_,5.68
_4118_,5.68
_4137_,5.68
_4186_,5.68
_4194_,5.68
_4215_,5.68
_4237_,5.68
_0015_,5.645
_0106_,5.645
_0788_,5.645
_3636_,5.64
_0249_,5.62
_0335_,5.62
_0968_,5.62
_2199_,5.62
_2221_,5.62
_2312_,5.62
_3676_,5.62
_2082_,5.6
_2984_,5.6
_3186_,5.6
_3249_,5.6
_3288_,5.6
_3672_,5.6
_3871_,5.6
_4104_,5.6
_0114_,5.58
_0295_,5.58
_0406_,5.58
_1964_,5.58
_2091_,5.58
_2093_,5.58
_2125_,5.58
_2190_,5.58
_0841_,5.565
_2106_,5.56
_0044_,5.555
_1797_,5.55
_0294_,5.545
_0532_,5.545
_0586_,5.545
_0849_,5.545
_1762_,5.52
_1845_,5.52
_0618_,5.505
_1074_,5.5
_2686_,5.49
_0859_,5.48
_1429_,5.48
_2007_,5.48
_2143_,5.48
_2526_,5.48
_0025_,5.475
_0099_,5.475
_0235_,5.475
_0404_,5.465
_0479_,5.465
_0675_,5.465
_1123_,5.46
_0085_,5.445
_0476_,5.445
_2643_,5.44
_0292_,5.435
_0501_,5.435
_0808_,5.435
_0873_,5.435
_0998_,5.435
_0499_,5.425
A3[0],5.41
A3[3],5.41
WD3[14],5.41
WD3[18],5.41
WD3[30],5.41
_1888_,5.4
_1284_,5.38
_1952_,5.38
_1982_,5.38
_2330_,5.38
_2432_,5.38
_2630_,5.38
_2902_,5.38
_3088_,5.38
_3164_,5.38
_3294_,5.38
_3308_,5.38
_3336_,5.38
_3418_,5.38
_3440_,5.38
_3509_,5.38
_3526_,5.38
_3728_,5.38
_3909_,5.38
_3944_,5.38
_4030_,5.38
_4068_,5.38
_4218_,5.38
_2962_,5.37
_2664_,5.36
_2883_,5.36
_4103_,5.36
_0013_,5.345
_0496_,5.345
_1936_,5.34
_2079_,5.34
_2405_,5.34
_2746_,5.34
_3233_,5.34
_3281_,5.34
_3371_,5.34
_3372_,5.34
_3478_,5.34
_3538_,5.34
_3708_,5.34
_3749_,5.34
_3759_,5.34
_3921_,5.34
_4052_,5.34
_4056_,5.34
_4086_,5.34
_4115_,5.34
_4238_,5.34
_0380_,5.315
ALU_result[13],5.31
ALU_result[15],5.31
ALU_result[22],5.31
ALU_result[30],5.31
ALU_result[4],5.31
ALU_result[5],5.31
ALU_result[7],5.31
_0160_,5.305
_0290_,5.305
_0478_,5.305
_0563_,5.305
_0582_,5.305
_0611_,5.305
_0771_,5.305
_0775_,5.305
_0879_,5.305
_0993_,5.305
_1714_,5.28
_1727_,5.28
_3276_,5.28
_3559_,5.28
_3914_,5.28
_4078_,5.28
_0712_,5.265
_0726_,5.265
_0739_,5.265
_0958_,5.265
_1016_,5.26
_1406_,5.26
_2453_,5.26
_2483_,5.26
_3024_,5.26
_3146_,5.26
_3167_,5.26
_3256_,5.26
_3356_,5.26
_3392_,5.26
_3402_,5.26
_3441_,5.26
_3503_,5.26
_3518_,5.26
_3580_,5.26
_3739_,5.26
_3746_,5.26
_4003_,5.26
_4064_,5.26
_4123_,5.26
_4246_,5.26
_0882_,5.24
_1165_,5.22
_1286_,5.22
_1378_,5.22
_1509_,5.22
_1566_,5.22
_1963_,5.22
_2233_,5.22
_2634_,5.22
_2755_,5.22
_2782_,5.22
_2876_,5.22
_3094_,5.22
_3172_,5.22
_3311_,5.22
_3349_,5.22
_3386_,5.22
_3433_,5.22
_3467_,5.22
_3543_,5.22
_3572_,5.22
_3653_,5.22
_3681_,5.22
_3853_,5.22
_3875_,5.22
_3889_,5.22
_4130_,5.22
_4165_,5.22
_4178_,5.22
_0205_,5.185
_0934_,5.18
_0367_,5.165
_0130_,5.16
_1092_,5.16
_1158_,5.16
_1469_,5.16
_2077_,5.16
_2402_,5.16
_2868_,5.16
_1058_,5.14
_1451_,5.14
_1816_,5.14
_2058_,5.14
_2357_,5.14
_3977_,5.14
_1321_,5.12
_1331_,5.12
_1345_,5.12
_1593_,5.12
_1612_,5.12
_2268_,5.12
_2282_,5.12
_3420_,5.12
_0134_,5.095
_0392_,5.095
_0575_,5.095
_0647_,5.095
_0707_,5.095
_0041_,5.085
_0839_,5.085
A3[2],5.07
ALU_result[12],5.07
ALU_result[21],5.07
ALU_result[24],5.07
ALU_result[27],5.07
ALU_result[28],5.07
WD3[15],5.07
WD3[17],5.07
WD3[19],5.07
_0578_,5.065
_0903_,5.065
_0032_,5.045
_0943_,5.045
_0226_,5.04
_0277_,5.02
_1140_,5.02
_1925_,5.02
_2353_,5.02
_2380_,5.02
_1453_,5
_0637_,4.985
_0994_,4.985
_1196_,4.98
_0133_,4.975
_0299_,4.975
_0918_,4.975
_0971_,4.975
_1082_,4.97
_0105_,4.965
A3[1],4.95
_1586_,4.94
_1621_,4.94
_1837_,4.94
_2825_,4.94
_2994_,4.94
_1365_,4.92
_1443_,4.92
_1556_,4.92
_1791_,4.92
_1900_,4.92
_2300_,4.92
_2568_,4.92
_2811_,4.92
_3082_,4.92
_3449_,4.92
_3840_,4.92
_4009_,4.92
_4183_,4.92
_3384_,4.9
_0357_,4.885
_0524_,4.885
_0644_,4.885
_0711_,4.885
_0857_,4.885
_0999_,4.885
_1063_,4.88
_1076_,4.88
_1231_,4.88
_1815_,4.88
_2415_,4.88
_2662_,4.88
_2759_,4.88
_3189_,4.88
_3259_,4.88
_3306_,4.88
_3310_,4.88
_3316_,4.88
_3322_,4.88
_3346_,4.88
_3374_,4.88
_3436_,4.88
_3561_,4.88
_3582_,4.88
_3588_,4.88
_3597_,4.88
_3660_,4.88
_3665_,4.88
_3754_,4.88
_3764_,4.88
_3818_,4.88
_3850_,4.88
_3907_,4.88
_3965_,4.88
_4033_,4.88
_4128_,4.88
_4146_,4.88
_4153_,4.88
_4179_,4.88
_0535_,4.865
_0028_,4.845
_0037_,4.845
_0301_,4.845
_0384_,4.845
_0440_,4.845
_0865_,4.845
_3337_,4.82
_3338_,4.82
_3596_,4.82
_3893_,4.82
_3991_,4.82
_4015_,4.82
_4040_,4.82
_4098_,4.82
_0157_,4.805
_0297_,4.805
_0967_,4.805
_0554_,4.8
_1288_,4.8
_1619_,4.8
_1750_,4.8
_2256_,4.8
_2732_,4.8
_3190_,4.8
_3434_,4.8
_3558_,4.8
_3773_,4.8
_3810_,4.8
_4147_,4.8
_4189_,4.8
_4195_,4.8
_4229_,4.8
_4230_,4.8
_4239_,4.8
_0471_,4.795
_1216_,4.78
_1282_,4.76
_1793_,4.76
_1995_,4.76
_2156_,4.76
_3010_,4.76
_3080_,4.76
_3108_,4.76
_3196_,4.76
_3361_,4.76
_3385_,4.76
_3585_,4.76
_3658_,4.76
_3692_,4.76
_3726_,4.76
_3750_,4.76
_3766_,4.76
_4150_,4.76
_4157_,4.76
_0605_,4.755
_0862_,4.755
ALU_result[2],4.73
ALU_result[8],4.73
_0341_,4.725
_0621_,4.725
_0983_,4.725
_0425_,4.7
_0651_,4.7
_0672_,4.7
_0989_,4.7
_1249_,4.7
_1579_,4.7
_2304_,4.7
_2837_,4.68
_2929_,4.68
_4141_,4.68
_1355_,4.66
_1725_,4.66
_1871_,4.66
_2119_,4.66
_0664_,4.655
_0241_,4.635
_0313_,4.635
_0369_,4.635
_0098_,4.625
_0116_,4.625
_0257_,4.625
_0412_,4.625
_2901_,4.6
_0394_,4.585
_0422_,4.585
_0487_,4.585
_0549_,4.585
_0679_,4.585
_0709_,4.585
_0811_,4.585
_1008_,4.585
_1983_,4.58
_2856_,4.58
_2228_,4.56
_0530_,4.555
_1438_,4.54
_1576_,4.54
_0521_,4.525
_0547_,4.525
_0268_,4.505
_0143_,4.485
_1030_,4.48
_1289_,4.48
_1951_,4.48
_2099_,4.48
_2224_,4.48
_2464_,4.48
_2716_,4.48
_2982_,4.48
_1434_,4.46
_1527_,4.46
_1662_,4.46
_2009_,4.46
_2070_,4.46
_2260_,4.46
_2303_,4.46
_2685_,4.46
_3123_,4.46
_3344_,4.46
_3363_,4.46
_3394_,4.46
_3682_,4.46
_3714_,4.46
_3727_,4.46
_3798_,4.46
_3804_,4.46
_3852_,4.46
_3865_,4.46
_3904_,4.46
_4038_,4.46
_2428_,4.44
_3298_,4.44
_4148_,4.44
_0458_,4.425
_0657_,4.425
_0754_,4.425
_1124_,4.42
_2374_,4.42
_2881_,4.42
_2894_,4.42
_3028_,4.42
_3047_,4.42
_3320_,4.42
_3507_,4.42
_3574_,4.42
_3619_,4.42
_3652_,4.42
_3702_,4.42
_3713_,4.42
_3725_,4.42
_3731_,4.42
_3763_,4.42
_3882_,4.42
_3895_,4.42
_4106_,4.42
_4267_,4.42
ALU_result[10],4.39
ALU_result[18],4.39
ALU_result[25],4.39
ALU_result[3],4.39
_0076_,4.385
_0118_,4.385
_0140_,4.385
_0174_,4.385
_0305_,4.385
_0597_,4.385
_0604_,4.385
_0743_,4.385
_0815_,4.385
_0818_,4.385
_0854_,4.385
_0902_,4.385
_0959_,4.385
_1001_,4.385
_0123_,4.36
_2075_,4.36
_2448_,4.36
_3646_,4.36
_3933_,4.36
_4031_,4.36
_4067_,4.36
_1296_,4.34
_1366_,4.34
_1521_,4.34
_1893_,4.34
_2087_,4.34
_2111_,4.34
_2666_,4.34
_2700_,4.34
_2933_,4.34
_3161_,4.34
_3200_,4.34
_3218_,4.34
_3324_,4.34
_3382_,4.34
_3576_,4.34
_3601_,4.34
_3839_,4.34
_3846_,4.34
_3859_,4.34
_3890_,4.34
_3905_,4.34
_3980_,4.34
_4220_,4.34
_0176_,4.325
_0516_,4.315
_0108_,4.295
_0138_,4.295
_0537_,4.295
_0746_,4.295
_1006_,4.295
_0079_,4.265
_0617_,4.265
_0347_,4.26
_0171_,4.24
_0222_,4.24
_0266_,4.24
_0288_,4.24
_0414_,4.24
_0661_,4.24
_1427_,4.24
_1605_,4.24
_2145_,4.24
_2248_,4.22
_2467_,4.22
_3417_,4.22
_1614_,4.2
_1740_,4.2
_1813_,4.2
_2346_,4.2
_2473_,4.2
_3542_,4.2
_0383_,4.195
_0006_,4.165
_0139_,4.165
_0179_,4.165
_0230_,4.165
_0494_,4.165
_0702_,4.165
_1260_,4.14
_1977_,4.14
_2310_,4.14
_2971_,4.14
_0749_,4.125
_0408_,4.12
_0666_,4.12
_2236_,4.12
_1388_,4.1
_1850_,4.1
_2326_,4.1
_2562_,4.1
_3492_,4.1
_0576_,4.095
_0855_,4.095
_0985_,4.095
_0342_,4.085
_0764_,4.065
_0071_,4.045
_0724_,4.045
_1746_,4.02
_2188_,4.02
_2991_,4.02
_1557_,4
_1806_,4
_1957_,4
_2205_,4
_2239_,4
_2273_,4
_2727_,4
_2880_,4
_3148_,4
_3171_,4
_3182_,4
_3286_,4
_3389_,4
_3406_,4
_3530_,4
_3550_,4
_3624_,4
_3803_,4
_3876_,4
_3881_,4
_3910_,4
_4035_,4
_4063_,4
_4161_,4
_4231_,4
_0980_,3.98
_2280_,3.98
_0016_,3.975
_0066_,3.965
_0103_,3.965
_0340_,3.965
_0738_,3.965
_0035_,3.925
_0308_,3.925
_0344_,3.925
_0396_,3.925
_0420_,3.925
_0813_,3.925
_0827_,3.925
_0905_,3.9
_3180_,3.9
_3232_,3.9
_3941_,3.9
_4135_,3.9
_4241_,3.9
_4261_,3.9
_1328_,3.88
_2003_,3.88
_2094_,3.88
_2269_,3.88
_2319_,3.88
_2482_,3.88
_2870_,3.88
_3235_,3.88
_3282_,3.88
_3345_,3.88
_3357_,3.88
_3369_,3.88
_3494_,3.88
_3604_,3.88
_4105_,3.88
_4177_,3.88
_0175_,3.875
_0349_,3.875
_2519_,3.86
_0091_,3.805
_0195_,3.805
_0921_,3.8
_0136_,3.785
_0058_,3.78
_0239_,3.78
_0505_,3.78
_0557_,3.78
_0692_,3.78
_0694_,3.78
_0974_,3.78
_1150_,3.78
_1565_,3.78
_3185_,3.78
_1489_,3.77
_1780_,3.76
_2389_,3.76
_1099_,3.74
_1930_,3.74
_2148_,3.74
_2259_,3.74
_2614_,3.74
_2908_,3.74
_0203_,3.705
_0213_,3.705
_0248_,3.705
_0267_,3.705
_0569_,3.705
_0704_,3.705
_0780_,3.705
_0783_,3.705
_0851_,3.705
_0919_,3.705
_0966_,3.705
_0441_,3.695
_1314_,3.68
_1369_,3.68
_1475_,3.68
_1487_,3.68
_2505_,3.68
_2771_,3.68
_2939_,3.68
_2997_,3.68
_1046_,3.66
_1095_,3.66
_1741_,3.66
_2956_,3.65
_1866_,3.64
_2076_,3.64
_2174_,3.64
_0187_,3.635
_0389_,3.635
_0917_,3.635
_0221_,3.625
_0354_,3.625
_0638_,3.625
_0825_,3.625
_0881_,3.625
_0024_,3.585
_0883_,3.585
_1445_,3.56
_2552_,3.56
_2592_,3.56
_1197_,3.54
_1293_,3.54
_1532_,3.54
_1567_,3.54
_1772_,3.54
_1790_,3.54
_1848_,3.54
_1856_,3.54
_2165_,3.54
_2479_,3.54
_2557_,3.54
_2728_,3.54
_2813_,3.54
_2850_,3.54
_3000_,3.54
_3036_,3.54
_3166_,3.54
_3203_,3.54
_3377_,3.54
_3409_,3.54
_3415_,3.54
_3548_,3.54
_3549_,3.54
_3551_,3.54
_3600_,3.54
_3611_,3.54
_4221_,3.54
_0137_,3.535
_0101_,3.515
_0713_,3.515
_0048_,3.505
_0111_,3.505
_0431_,3.505
_0589_,3.505
_0596_,3.505
_0745_,3.505
_0936_,3.505
_0330_,3.485
_0132_,3.465
_0149_,3.465
_0377_,3.465
_0468_,3.465
_0508_,3.465
_0511_,3.465
_0683_,3.465
_0799_,3.465
_0812_,3.465
_0962_,3.465
_1836_,3.44
_1994_,3.44
_2127_,3.44
_3038_,3.44
_3117_,3.44
_3299_,3.44
_3358_,3.44
_3414_,3.44
_3419_,3.44
_3453_,3.44
_3499_,3.44
_3595_,3.44
_3668_,3.44
_3762_,3.44
_3849_,3.44
_3883_,3.44
_4049_,3.44
_4202_,3.44
_1121_,3.42
_1162_,3.42
_1915_,3.42
_1956_,3.42
_1992_,3.42
_2064_,3.42
_2067_,3.42
_2284_,3.42
_2714_,3.42
_2776_,3.42
_2899_,3.42
_3076_,3.42
_3188_,3.42
_3214_,3.42
_3706_,3.42
_3776_,3.42
_3887_,3.42
_3990_,3.42
_4034_,3.42
_4142_,3.42
_4152_,3.42
_4245_,3.42
_4265_,3.42
_0191_,3.415
_0252_,3.415
_0279_,3.415
_0185_,3.405
_0477_,3.405
_0572_,3.405
_0928_,3.405
_1017_,3.405
_1156_,3.4
_2905_,3.4
_0517_,3.365
_0409_,3.345
_0435_,3.345
_0608_,3.345
_0753_,3.345
_0255_,3.34
_0104_,3.32
_0470_,3.32
_0598_,3.32
_0688_,3.32
_0809_,3.32
_1054_,3.32
_1547_,3.32
_1643_,3.32
_1922_,3.32
_2066_,3.32
_2582_,3.32
_1917_,3.3
_2202_,3.3
_2976_,3.3
_0570_,3.275
_0067_,3.245
_0102_,3.245
_0199_,3.245
_0298_,3.245
_0370_,3.245
_0371_,3.245
_0762_,3.245
_0797_,3.245
_0833_,3.245
_0949_,3.245
_0951_,3.245
_0247_,3.225
_0262_,3.225
_0510_,3.225
_0909_,3.225
_1648_,3.22
_1737_,3.22
_2696_,3.22
_1319_,3.2
_1401_,3.2
_1869_,3.18
_2955_,3.18
_0008_,3.175
_0082_,3.175
_0145_,3.175
_0208_,3.175
_0315_,3.175
_0423_,3.175
_0560_,3.175
_0806_,3.175
_0287_,3.165
_0678_,3.165
_2412_,3.16
_0152_,3.145
_0180_,3.145
_0449_,3.145
_0782_,3.125
_1250_,3.125
_2433_,3.11
_1441_,3.105
_0831_,3.1
_2810_,3.1
_2886_,3.1
_1332_,3.08
_1343_,3.08
_1412_,3.08
_1510_,3.08
_1594_,3.08
_1617_,3.08
_1931_,3.08
_2028_,3.08
_2149_,3.08
_2541_,3.08
_2580_,3.08
_2631_,3.08
_2772_,3.08
_2846_,3.08
_3057_,3.08
_3098_,3.08
_3163_,3.08
_3221_,3.08
_3243_,3.08
_3263_,3.08
_3313_,3.08
_3368_,3.08
_3410_,3.08
_3463_,3.08
_3524_,3.08
_3761_,3.08
_3785_,3.08
_3817_,3.08
_3903_,3.08
_3957_,3.08
_4085_,3.08
_4249_,3.08
_1459_,3.07
_0784_,3.055
_0042_,3.045
_0154_,3.045
_0192_,3.045
_0385_,3.045
_0388_,3.045
_0424_,3.045
_0514_,3.045
_0701_,3.045
_0727_,3.045
_0860_,3.045
_0952_,3.045
_0181_,3.005
_0217_,3.005
_0439_,3.005
_0500_,3.005
_0629_,3.005
_0656_,3.005
_0686_,3.005
_0687_,3.005
_0906_,3.005
_0353_,2.98
_0682_,2.98
_1364_,2.98
_1687_,2.98
_2699_,2.98
_3178_,2.98
_3317_,2.98
_3334_,2.98
_3545_,2.98
_3622_,2.98
_3683_,2.98
_3976_,2.98
_3983_,2.98
_4018_,2.98
_4058_,2.98
_4065_,2.98
_4092_,2.98
_4095_,2.98
_4193_,2.98
_1391_,2.96
_1456_,2.96
_1709_,2.96
_1974_,2.96
_2026_,2.96
_2191_,2.96
_2195_,2.96
_2370_,2.96
_2455_,2.96
_2489_,2.96
_2607_,2.96
_2770_,2.96
_3102_,2.96
_3347_,2.96
_3393_,2.96
_3641_,2.96
_3710_,2.96
_3784_,2.96
_3867_,2.96
_3872_,2.96
_3967_,2.96
_3984_,2.96
_4062_,2.96
_4094_,2.96
_4199_,2.96
_4247_,2.96
_0265_,2.945
_0634_,2.945
_0722_,2.945
_0774_,2.945
_0944_,2.945
_0997_,2.945
_1018_,2.935
_0050_,2.885
_0144_,2.885
_0148_,2.885
_0206_,2.885
_0220_,2.885
_0261_,2.885
_0421_,2.885
_0633_,2.885
_0869_,2.885
_0916_,2.885
_0047_,2.88
_0216_,2.88
_0339_,2.88
_0343_,2.88
_0445_,2.88
_0561_,2.88
_0065_,2.86
_0113_,2.86
_0129_,2.86
_0178_,2.86
_0233_,2.86
_0234_,2.86
_0254_,2.86
_0515_,2.86
_0588_,2.86
_0632_,2.86
_0718_,2.86
_0790_,2.86
_0843_,2.86
_0893_,2.86
_1245_,2.86
_1264_,2.86
_1273_,2.86
_1536_,2.86
_2243_,2.86
_1131_,2.84
_1903_,2.84
_3191_,2.84
_0259_,2.835
_0351_,2.835
_0056_,2.785
_0274_,2.785
_0395_,2.785
_0410_,2.785
_0564_,2.785
_0565_,2.785
_0779_,2.785
_0791_,2.785
_0975_,2.785
_1011_,2.785
_1137_,2.76
_1301_,2.76
_1357_,2.76
_2120_,2.76
_2648_,2.76
_2653_,2.76
_2798_,2.76
_1520_,2.74
_2807_,2.74
_0536_,2.735
_0937_,2.735
_0022_,2.715
_0093_,2.715
_0173_,2.715
_0177_,2.715
_0186_,2.715
_0190_,2.715
_0228_,2.715
_0229_,2.715
_0236_,2.715
_0256_,2.715
_0324_,2.715
_0390_,2.715
_0506_,2.715
_0594_,2.715
_0630_,2.715
_0785_,2.715
_0830_,2.715
_0838_,2.715
_0891_,2.715
_0956_,2.715
_1022_,2.715
_0003_,2.705
_0055_,2.705
_0183_,2.705
_0642_,2.705
_0699_,2.705
_0731_,2.705
_0736_,2.705
_0758_,2.705
_0786_,2.705
_0890_,2.705
_0953_,2.705
_0592_,2.665
_1280_,2.64
_1807_,2.64
_1929_,2.64
_1965_,2.64
_2167_,2.64
_2863_,2.64
_1236_,2.62
_1425_,2.62
_1514_,2.62
_1787_,2.62
_1910_,2.62
_2019_,2.62
_2122_,2.62
_2138_,2.62
_2298_,2.62
_2366_,2.62
_2478_,2.62
_2544_,2.62
_2992_,2.62
_3110_,2.62
_3131_,2.62
_3268_,2.62
_3405_,2.62
_3560_,2.62
_3586_,2.62
_3631_,2.62
_3633_,2.62
_3669_,2.62
_3730_,2.62
_3782_,2.62
_3815_,2.62
_3863_,2.62
_3925_,2.62
_3972_,2.62
_3994_,2.62
_4209_,2.62
_0153_,2.595
_0223_,2.595
_0269_,2.595
_0402_,2.595
_0595_,2.595
_0609_,2.595
_0610_,2.595
_0074_,2.585
_0284_,2.585
_0307_,2.585
_0453_,2.585
_0491_,2.585
_0581_,2.585
_0612_,2.585
_0710_,2.585
_0840_,2.585
_0896_,2.585
_0965_,2.585
_0988_,2.585
_2767_,2.57
_0004_,2.545
_0011_,2.545
_0021_,2.545
_0039_,2.545
_0059_,2.545
_0069_,2.545
_0096_,2.545
_0109_,2.545
_0182_,2.545
_0197_,2.545
_0204_,2.545
_0224_,2.545
_0244_,2.545
_0337_,2.545
_0346_,2.545
_0359_,2.545
_0400_,2.545
_0427_,2.545
_0436_,2.545
_0454_,2.545
_0459_,2.545
_0504_,2.545
_0519_,2.545
_0539_,2.545
_0540_,2.545
_0551_,2.545
_0559_,2.545
_0624_,2.545
_0627_,2.545
_0645_,2.545
_0700_,2.545
_0752_,2.545
_0772_,2.545
_0777_,2.545
_0789_,2.545
_0796_,2.545
_0823_,2.545
_0847_,2.545
_0866_,2.545
_0886_,2.545
_0904_,2.545
_0922_,2.545
_0938_,2.545
_0948_,2.545
_0950_,2.545
_0970_,2.545
_0976_,2.545
_0977_,2.545
_0685_,2.54
_0202_,2.52
_0362_,2.52
_0693_,2.52
_2265_,2.52
_3173_,2.52
_3269_,2.52
_3309_,2.52
_3562_,2.52
_3563_,2.52
_3634_,2.52
_3651_,2.52
_3781_,2.52
_3908_,2.52
_3929_,2.52
_3971_,2.52
_4032_,2.52
_4121_,2.52
_4134_,2.52
_4139_,2.52
_4162_,2.52
_4172_,2.52
_4232_,2.52
_4266_,2.52
_1117_,2.5
_1179_,2.5
_1310_,2.5
_1433_,2.5
_2497_,2.5
_2619_,2.5
_2623_,2.5
_2707_,2.5
_2761_,2.5
_2828_,2.5
_3119_,2.5
_3162_,2.5
_3258_,2.5
_3295_,2.5
_3407_,2.5
_3473_,2.5
_3537_,2.5
_3573_,2.5
_3587_,2.5
_3603_,2.5
_3620_,2.5
_3696_,2.5
_3831_,2.5
_3932_,2.5
_3975_,2.5
_4017_,2.5
_4059_,2.5
_4084_,2.5
_4120_,2.5
_4262_,2.5
_0073_,2.485
_0270_,2.485
_0310_,2.485
_0323_,2.485
_0364_,2.485
_0393_,2.485
_0433_,2.485
_0480_,2.485
_0483_,2.485
_0502_,2.485
_0552_,2.485
_0566_,2.485
_0607_,2.485
_0622_,2.485
_0674_,2.485
_0677_,2.485
_0716_,2.485
_0730_,2.485
_0732_,2.485
_0794_,2.485
_0804_,2.485
_0932_,2.485
_0913_,2.48
_0017_,2.42
_0019_,2.42
_0046_,2.42
_0052_,2.42
_0120_,2.42
_0218_,2.42
_0280_,2.42
_0372_,2.42
_0398_,2.42
_0403_,2.42
_0432_,2.42
_0438_,2.42
_0446_,2.42
_0484_,2.42
_0486_,2.42
_0512_,2.42
_0599_,2.42
_0602_,2.42
_0662_,2.42
_0663_,2.42
_0676_,2.42
_0733_,2.42
_0740_,2.42
_0741_,2.42
_0767_,2.42
_0803_,2.42
_0848_,2.42
_0874_,2.42
_0900_,2.42
_0908_,2.42
_0923_,2.42
_0924_,2.42
_0940_,2.42
_0978_,2.42
_1907_,2.4
_2490_,2.4
_2680_,2.4
_0166_,2.375
_0172_,2.375
_0198_,2.375
_0231_,2.375
_0447_,2.375
_0451_,2.375
_0497_,2.375
_0615_,2.375
_0671_,2.375
_0698_,2.375
_0880_,2.375
_0887_,2.375
_0888_,2.375
_0961_,2.375
_0081_,2.325
_0088_,2.325
_0124_,2.325
_0169_,2.325
_0227_,2.325
_0302_,2.325
_0373_,2.325
_0429_,2.325
_0430_,2.325
_0443_,2.325
_0469_,2.325
_0625_,2.325
_0720_,2.325
